highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data 
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,3,24,2019-01-19 16:24:28.675078,1547895268675,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,11,24,2019-01-19 16:24:28.677637,1547895268677,Unknown,
TCP,TCP,192.168.1.35,216.58.196.78,19842,443,16384,0,16,2019-01-19 16:24:28.677806,1547895268677,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,11,16,2019-01-19 16:24:28.680867,1547895268680,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,0,24,2019-01-19 16:24:28.681113,1547895268681,Unknown,
TCP,TCP,192.168.1.35,216.58.196.78,19842,443,16384,0,16,2019-01-19 16:24:28.681252,1547895268681,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,11,16,2019-01-19 16:24:28.684197,1547895268684,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,7,24,2019-01-19 16:24:28.686335,1547895268686,Unknown,
TCP,TCP,192.168.1.35,216.58.196.78,19842,443,16384,0,16,2019-01-19 16:24:28.686513,1547895268686,Unknown,
SSL,TCP,216.58.196.78,192.168.1.35,443,19842,0,2,24,2019-01-19 16:24:28.687786,1547895268687,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19864,443,16384,0,16,2019-01-19 16:24:28.698394,1547895268698,Unknown,
SSL,TCP,192.168.1.35,52.22.159.145,19864,443,16384,1,24,2019-01-19 16:24:28.699192,1547895268699,Unknown,
SSL,TCP,192.168.1.35,216.58.196.78,19842,443,16384,0,24,2019-01-19 16:24:28.699829,1547895268699,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,53857,53,-1,0,-1,2019-01-19 16:24:28.700691,1547895268700,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,53857,-1,1,-1,2019-01-19 16:24:28.768622,1547895268768,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:28.769028,1547895268769,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19866,80,16384,0,2,2019-01-19 16:24:28.770184,1547895268770,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,49833,53,-1,0,-1,2019-01-19 16:24:28.770691,1547895268770,Unknown,
TCP,TCP,216.58.196.78,192.168.1.35,443,19842,0,0,16,2019-01-19 16:24:28.788264,1547895268788,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,2,2019-01-19 16:24:28.794686,1547895268794,Unknown,
TCP,TCP,117.239.91.27,192.168.1.35,80,19866,16384,0,18,2019-01-19 16:24:28.825410,1547895268825,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19866,80,16384,0,16,2019-01-19 16:24:28.825531,1547895268825,Unknown,
OCSP,TCP,192.168.1.35,117.239.91.27,19866,80,16384,3,24,2019-01-19 16:24:28.826050,1547895268826,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,49833,-1,1,-1,2019-01-19 16:24:28.834968,1547895268834,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,60876,53,-1,0,-1,2019-01-19 16:24:28.835801,1547895268835,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:28.851749,1547895268851,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,16,2019-01-19 16:24:28.873478,1547895268873,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19865,16384,11,16,2019-01-19 16:24:28.877043,1547895268877,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,11,16,2019-01-19 16:24:28.879988,1547895268879,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,16,2019-01-19 16:24:28.880076,1547895268880,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,11,16,2019-01-19 16:24:28.882998,1547895268882,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,24,2019-01-19 16:24:28.883169,1547895268883,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,16,2019-01-19 16:24:28.883222,1547895268883,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19865,16384,4,24,2019-01-19 16:24:28.884733,1547895268884,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,18,2019-01-19 16:24:28.885290,1547895268885,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,16,2019-01-19 16:24:28.885389,1547895268885,Unknown,
TCP,TCP,117.239.91.27,192.168.1.35,80,19866,16384,0,16,2019-01-19 16:24:28.887850,1547895268887,Unknown,
OCSP,TCP,117.239.91.27,192.168.1.35,80,19866,16384,7,24,2019-01-19 16:24:28.893038,1547895268893,Unknown,
SSL,TCP,192.168.1.35,52.22.159.145,19865,443,16384,1,24,2019-01-19 16:24:28.894305,1547895268894,Unknown,
OCSP,TCP,192.168.1.35,117.239.91.27,19866,80,16384,3,24,2019-01-19 16:24:28.895286,1547895268895,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,5,24,2019-01-19 16:24:28.897745,1547895268897,Unknown,
SSL,TCP,192.168.1.35,52.22.159.145,19864,443,16384,6,24,2019-01-19 16:24:28.898318,1547895268898,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19868,80,16384,0,2,2019-01-19 16:24:28.898803,1547895268898,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,60876,-1,1,-1,2019-01-19 16:24:28.900610,1547895268900,Unknown,
OCSP,TCP,117.239.91.27,192.168.1.35,80,19866,16384,7,24,2019-01-19 16:24:28.962276,1547895268962,Unknown,
TCP,TCP,117.239.91.27,192.168.1.35,80,19868,16384,0,18,2019-01-19 16:24:28.990831,1547895268990,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19868,80,16384,0,16,2019-01-19 16:24:28.991074,1547895268991,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19864,16384,0,24,2019-01-19 16:24:28.995800,1547895268995,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,16,2019-01-19 16:24:28.999552,1547895268999,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,1,24,2019-01-19 16:24:29.000018,1547895269000,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,24,2019-01-19 16:24:29.000464,1547895269000,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19866,80,16384,0,16,2019-01-19 16:24:29.002813,1547895269002,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,1,24,2019-01-19 16:24:29.006743,1547895269006,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,2,24,2019-01-19 16:24:29.006858,1547895269006,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,11,16,2019-01-19 16:24:29.006964,1547895269006,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,24,2019-01-19 16:24:29.006984,1547895269006,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19864,443,16384,0,16,2019-01-19 16:24:29.035840,1547895269035,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,24,2019-01-19 16:24:29.082561,1547895269082,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,24,2019-01-19 16:24:29.082759,1547895269082,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,24,2019-01-19 16:24:29.090378,1547895269090,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,16,2019-01-19 16:24:29.124842,1547895269124,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,16,2019-01-19 16:24:29.130232,1547895269130,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,16,2019-01-19 16:24:29.166221,1547895269166,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,24,2019-01-19 16:24:29.181266,1547895269181,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,4,24,2019-01-19 16:24:29.194518,1547895269194,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,4,24,2019-01-19 16:24:29.195710,1547895269195,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,16,2019-01-19 16:24:29.195774,1547895269195,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,24,2019-01-19 16:24:29.197158,1547895269197,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19867,443,16384,0,24,2019-01-19 16:24:29.197325,1547895269197,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,16,2019-01-19 16:24:29.221804,1547895269221,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,62653,53,-1,0,-1,2019-01-19 16:24:29.223791,1547895269223,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19864,16384,0,16,2019-01-19 16:24:29.270239,1547895269270,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19867,0,0,16,2019-01-19 16:24:29.339173,1547895269339,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19864,16384,11,16,2019-01-19 16:24:29.617677,1547895269617,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19864,16384,11,16,2019-01-19 16:24:29.620720,1547895269620,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 16:24:29.620833,1547895269620,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19864,443,16384,0,16,2019-01-19 16:24:29.620844,1547895269620,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19864,16384,7,24,2019-01-19 16:24:29.632357,1547895269632,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 16:24:29.632454,1547895269632,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19864,443,16384,0,16,2019-01-19 16:24:29.673816,1547895269673,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,64764,53,-1,0,-1,2019-01-19 16:24:29.713041,1547895269713,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:29.775052,1547895269775,Unknown,
DNS,UDP,192.168.1.35,192.168.1.1,64764,53,0,0,-1,2019-01-19 16:24:29.838541,1547895269838,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:29.858373,1547895269858,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,62653,-1,1,-1,2019-01-19 16:24:30.031306,1547895270031,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,63953,53,-1,0,-1,2019-01-19 16:24:30.626758,1547895270626,Unknown,
DNS,UDP,192.168.1.35,192.168.1.1,63953,53,0,0,-1,2019-01-19 16:24:30.626929,1547895270626,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:30.778880,1547895270778,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,64764,53,-1,0,-1,2019-01-19 16:24:30.839263,1547895270839,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:30.861793,1547895270861,Unknown,
SSL,TCP,192.168.1.35,172.217.27.196,19852,443,16384,3,24,2019-01-19 16:24:30.932348,1547895270932,Unknown,
SSL,TCP,192.168.1.35,172.217.27.196,19852,443,16384,0,24,2019-01-19 16:24:30.932533,1547895270932,Unknown,
TCP,TCP,172.217.27.196,192.168.1.35,443,19852,0,0,16,2019-01-19 16:24:31.025048,1547895271025,Unknown,
TCP,TCP,172.217.27.196,192.168.1.35,443,19852,0,0,16,2019-01-19 16:24:31.029191,1547895271029,Unknown,
SSL,TCP,172.217.27.196,192.168.1.35,443,19852,0,1,24,2019-01-19 16:24:31.096929,1547895271096,Unknown,
SSL,TCP,172.217.27.196,192.168.1.35,443,19852,0,0,24,2019-01-19 16:24:31.097377,1547895271097,Unknown,
TCP,TCP,192.168.1.35,172.217.27.196,19852,443,16384,0,16,2019-01-19 16:24:31.097449,1547895271097,Unknown,
SSL,TCP,172.217.27.196,192.168.1.35,443,19852,0,0,24,2019-01-19 16:24:31.097842,1547895271097,Unknown,
SSL,TCP,192.168.1.35,172.217.27.196,19852,443,16384,0,24,2019-01-19 16:24:31.098034,1547895271098,Unknown,
TCP,TCP,172.217.27.196,192.168.1.35,443,19852,0,0,16,2019-01-19 16:24:31.186887,1547895271186,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,64764,-1,2,-1,2019-01-19 16:24:31.605113,1547895271605,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,2,2019-01-19 16:24:31.606786,1547895271606,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,57608,53,-1,0,-1,2019-01-19 16:24:31.606875,1547895271606,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,2,2019-01-19 16:24:31.607164,1547895271607,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,2,2019-01-19 16:24:31.607550,1547895271607,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,57608,-1,0,-1,2019-01-19 16:24:31.610416,1547895271610,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,56027,53,-1,0,-1,2019-01-19 16:24:31.611096,1547895271611,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,0,18,2019-01-19 16:24:31.661472,1547895271661,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,16,2019-01-19 16:24:31.661589,1547895271661,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,0,18,2019-01-19 16:24:31.663505,1547895271663,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,16,2019-01-19 16:24:31.663579,1547895271663,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19869,443,16384,4,24,2019-01-19 16:24:31.663848,1547895271663,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19871,443,16384,4,24,2019-01-19 16:24:31.665388,1547895271665,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,0,18,2019-01-19 16:24:31.665818,1547895271665,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,16,2019-01-19 16:24:31.665896,1547895271665,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19870,443,16384,4,24,2019-01-19 16:24:31.667613,1547895271667,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,0,16,2019-01-19 16:24:31.728964,1547895271728,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19869,16384,11,16,2019-01-19 16:24:31.735779,1547895271735,Unknown,
DNS,UDP,192.168.1.35,192.168.1.1,56027,53,0,0,-1,2019-01-19 16:24:31.736307,1547895271736,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,11,16,2019-01-19 16:24:31.738776,1547895271738,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,16,2019-01-19 16:24:31.738911,1547895271738,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,11,16,2019-01-19 16:24:31.741750,1547895271741,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19869,16384,7,24,2019-01-19 16:24:31.743705,1547895271743,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,16,2019-01-19 16:24:31.743813,1547895271743,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,0,16,2019-01-19 16:24:31.744259,1547895271744,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19871,16384,11,16,2019-01-19 16:24:31.747028,1547895271747,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,11,16,2019-01-19 16:24:31.750505,1547895271750,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,16,2019-01-19 16:24:31.750641,1547895271750,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,11,16,2019-01-19 16:24:31.753735,1547895271753,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19871,16384,7,24,2019-01-19 16:24:31.755443,1547895271755,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,16,2019-01-19 16:24:31.755551,1547895271755,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,0,16,2019-01-19 16:24:31.756668,1547895271756,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19870,16384,11,16,2019-01-19 16:24:31.762243,1547895271762,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19869,443,16384,1,24,2019-01-19 16:24:31.764995,1547895271764,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,11,16,2019-01-19 16:24:31.765733,1547895271765,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,16,2019-01-19 16:24:31.765862,1547895271765,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,11,16,2019-01-19 16:24:31.768709,1547895271768,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19870,16384,7,24,2019-01-19 16:24:31.770694,1547895271770,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,16,2019-01-19 16:24:31.770811,1547895271770,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19871,443,16384,1,24,2019-01-19 16:24:31.781317,1547895271781,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19870,443,16384,1,24,2019-01-19 16:24:31.796028,1547895271796,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:31.801062,1547895271801,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19869,16384,2,24,2019-01-19 16:24:31.822641,1547895271822,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19871,16384,2,24,2019-01-19 16:24:31.840322,1547895271840,Unknown,
SSL,TCP,52.84.108.163,192.168.1.35,443,19870,16384,2,24,2019-01-19 16:24:31.858030,1547895271858,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,16,2019-01-19 16:24:31.863665,1547895271863,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,16,2019-01-19 16:24:31.881421,1547895271881,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:31.884006,1547895271884,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,16,2019-01-19 16:24:31.897999,1547895271897,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,56027,-1,1,-1,2019-01-19 16:24:32.123433,1547895272123,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 16:24:32.335016,1547895272335,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 16:24:32.621095,1547895272621,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 16:24:32.622642,1547895272622,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:32.811069,1547895272811,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:32.894420,1547895272894,Unknown,
DATA,NONE,192.168.1.35,216.58.199.174,-1,-1,8192,11,-1,2019-01-19 16:24:33.625436,1547895273625,Unknown,
DATA,NONE,192.168.1.35,216.58.199.174,-1,-1,8377,11,-1,2019-01-19 16:24:33.625471,1547895273625,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,370,3,-1,2019-01-19 16:24:33.625493,1547895273625,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:33.821206,1547895273821,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:33.903986,1547895273903,Unknown,
SSL,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,24,2019-01-19 16:24:33.915255,1547895273915,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,17,2019-01-19 16:24:33.915447,1547895273915,Unknown,
SSL,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,24,2019-01-19 16:24:34.199834,1547895274199,Unknown,
TCP,TCP,192.168.1.35,52.22.159.145,19865,443,16384,0,20,2019-01-19 16:24:34.199955,1547895274199,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,17,2019-01-19 16:24:34.200433,1547895274200,Unknown,
TCP,TCP,52.22.159.145,192.168.1.35,443,19865,16384,0,16,2019-01-19 16:24:34.200952,1547895274200,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,63953,53,-1,0,-1,2019-01-19 16:24:34.627825,1547895274627,Unknown,
DNS,UDP,192.168.1.35,192.168.1.1,63953,53,0,0,-1,2019-01-19 16:24:34.628029,1547895274628,Unknown,
SSL,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,24,2019-01-19 16:24:34.755221,1547895274755,Unknown,
SSL,TCP,192.168.1.35,192.0.78.23,18784,443,16384,0,24,2019-01-19 16:24:34.756013,1547895274756,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:34.829971,1547895274829,Unknown,
TCP,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,16,2019-01-19 16:24:34.839853,1547895274839,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:34.913963,1547895274913,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19868,80,16384,0,17,2019-01-19 16:24:34.917247,1547895274917,Unknown,
TCP,TCP,117.239.91.27,192.168.1.35,80,19868,16384,0,17,2019-01-19 16:24:34.972111,1547895274972,Unknown,
TCP,TCP,192.168.1.35,117.239.91.27,19868,80,16384,0,16,2019-01-19 16:24:34.972285,1547895274972,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:35.839489,1547895275839,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:35.923606,1547895275923,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 16:24:36.635451,1547895276635,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 16:24:36.637009,1547895276637,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,0,2,2019-01-19 16:24:36.640734,1547895276640,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,0,18,2019-01-19 16:24:36.642118,1547895276642,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,0,16,2019-01-19 16:24:36.642232,1547895276642,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,1,24,2019-01-19 16:24:36.642463,1547895276642,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,0,16,2019-01-19 16:24:36.643809,1547895276643,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,11,16,2019-01-19 16:24:36.645299,1547895276645,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,9,24,2019-01-19 16:24:36.645541,1547895276645,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,0,16,2019-01-19 16:24:36.645613,1547895276645,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,0,17,2019-01-19 16:24:36.645668,1547895276645,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,0,17,2019-01-19 16:24:36.645997,1547895276645,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19872,48025,16384,0,16,2019-01-19 16:24:36.646067,1547895276646,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19872,16384,0,16,2019-01-19 16:24:36.649397,1547895276649,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:24:36.848336,1547895276848,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,24,2019-01-19 16:24:36.919432,1547895276919,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,17,2019-01-19 16:24:36.919614,1547895276919,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,24,2019-01-19 16:24:36.920024,1547895276920,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,17,2019-01-19 16:24:36.920164,1547895276920,Unknown,
SSL,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,24,2019-01-19 16:24:36.920468,1547895276920,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,17,2019-01-19 16:24:36.920601,1547895276920,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:24:36.931802,1547895276931,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,0,17,2019-01-19 16:24:36.974111,1547895276974,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19871,443,16384,0,16,2019-01-19 16:24:36.974275,1547895276974,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19871,16384,0,16,2019-01-19 16:24:36.975561,1547895276975,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,0,17,2019-01-19 16:24:36.978254,1547895276978,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19869,443,16384,0,16,2019-01-19 16:24:36.978380,1547895276978,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19869,16384,0,16,2019-01-19 16:24:36.980109,1547895276980,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,0,17,2019-01-19 16:24:36.985785,1547895276985,Unknown,
TCP,TCP,192.168.1.35,52.84.108.163,19870,443,16384,0,16,2019-01-19 16:24:36.985954,1547895276985,Unknown,
TCP,TCP,52.84.108.163,192.168.1.35,443,19870,16384,0,16,2019-01-19 16:24:36.987855,1547895276987,Unknown,
